Label,col-0,col-1,col-2,col-3,col-4,col-5,col-6,col-7,col-8,col-9,col-10,col-11,col-12,col-13,col-14,col-15,col-16,col-17,col-18,col-19,col-20,col-21,col-22,col-23,col-24,col-25,direction,Cluster,cluster0_pred,cluster1_pred,cluster2_pred,selected-cluster,prediction,random-prediction
0.38764790000000005,0.807266,0.80130494,0.80211705,0.7977417,0.7977417,0.021806742999999996,0.38633355,0.5594485,0.60199773,0.5881441999999999,0.64457804,0.6059300999999999,0.72101974,0.69234294,0.6607724,0.6442,0.75232345,0.7693309,0.7237855,0.6904041999999999,0.6260324,0.7763431,0.7828071,0.7706083,0.91163933,0.54414743,3.0,2.0,0.37164214,0.28158334,0.4072504,cluster2_pred,,3
0.34428390000000003,0.50714284,0.5105257000000001,0.51432127,0.5079774,0.5079774,0.02382729,0.40013164,0.56921333,0.5846479,0.5278352,0.5225903000000001,0.5428026,0.5675806,0.47219715,0.4160076,0.32874835,0.5614075,0.47955054,0.21460523,0.20007333,0.45076108,0.22686924,0.72859,0.5495634,0.8361618000000001,0.49295685,2.0,0.0,0.38386914,0.33291772,0.37829334,cluster0_pred,3.0,3
0.7509859999999999,0.61785716,0.6243999,0.61942714,0.61573386,0.61573386,0.056042336,0.41064385,0.573808,0.5483701,0.54329866,0.49046162,0.53132474,0.5627705,0.53828615,0.5090738,0.5112334,0.5980686,0.6047392,0.59093827,0.59638876,0.49983123,0.6307121,0.3480328,0.26853532,0.9034799000000001,0.39175224,1.0,2.0,0.38911802,0.320272,0.440635,cluster2_pred,,3
0.39487526,0.06354679,0.062538475,0.051930264000000004,0.051300935,0.051300935,0.04646073,0.35085425,0.5307295999999999,0.45793906,0.41288656,0.4668674,0.5002392,0.56902367,0.5300821,0.43973950000000006,0.433746,0.06288540000000001,0.036568735,0.39349788,0.39948649999999997,0.44793409999999995,0.31681925,0.2135625,0.42774835,0.37358913,0.2625595,3.0,1.0,0.47660416,0.40271467,0.36763722,cluster0_pred,3.0,3
0.3633376,0.7975369000000001,0.8258033000000001,0.80311334,0.8273196,0.8273196,0.020693429,0.51905394,0.5134981,0.4984229,0.5432991,0.46034122,0.5188908,0.54304963,0.4931632000000001,0.54350865,0.6497022,0.8194007999999999,0.7872405,0.50842124,0.46136904,0.6032557,0.49771413,0.55171865,0.59711945,0.94880474,0.8557577,2.0,2.0,0.3777967,0.29225877,0.38387725,cluster2_pred,,3
0.29566357,0.507266,0.51040256,0.5102117,0.5082229,0.5082229,0.039257348,0.407359,0.6289489,0.5425869000000001,0.5953609000000001,0.58584344,0.6824488000000001,0.75420886,0.7028260000000001,0.7110286,0.6643741999999999,0.4890998,0.45376325,0.38478804,0.26124164,0.7530666,0.5167804,0.73285943,0.77482176,0.8278099,0.5825716,2.0,2.0,0.40107647,0.3433867,0.40948504,cluster2_pred,,2
0.31406033,0.7210591,0.715253,0.7122042,0.71588117,0.71588117,0.025814673,0.37187929999999997,0.61286604,0.62565726,0.6288659000000001,0.67720866,0.67192745,0.7166909,0.7187786999999999,0.72266173,0.7134344,0.605115,0.6810419,1.0,0.97624314,0.6740114,0.9020486999999999,0.8292877000000001,0.92460704,0.8866396000000001,0.57321984,2.0,2.0,0.3951692,0.31262347,0.41135496,cluster2_pred,,3
0.392904,0.21995072,0.2140835,0.2159402,0.21256752,0.21256752,0.03932841,0.38173488,0.5376221,0.52786547,0.5412372,0.5778113,0.58393127,0.6050988,0.6020968000000001,0.57422066,0.6111876,0.18321899,0.1909737,0.57360816,0.55682355,0.5481482,0.7191741999999999,0.8246308000000001,0.893222,0.48061338,0.15146145,3.0,1.0,0.4371535,0.40090835,0.3276593,cluster0_pred,3.0,3
0.40998694,0.10012316,0.09700849,0.09041094,0.089592524,0.089592524,0.039098642999999995,0.35282525,0.5244112,0.5389064,0.52886593,0.52409625,0.48971784,0.47667146,0.42388339999999997,0.39739412,0.41219628,0.12113038,0.115237184,0.24416363,0.22073084,0.47945973,0.22441015,0.60056055,0.45306626,0.50506186,0.3616328,3.0,1.0,0.45726067,0.4296557,0.3773986,cluster0_pred,3.0,1
0.34296995,0.008620699,0.011079646,0.009962631,0.01816396,0.01816396,0.05052077,0.44743764,0.57438254,0.5205047,0.51701033,0.5321284000000001,0.5059779999999999,0.48148146,0.46855065,0.4127501,0.4951857,0.011382999999999999,0.036442432999999996,0.37042470000000005,0.3535324,0.4963112,0.36936244,0.34401170000000003,0.20453477,0.046399254,0.20537396,2.0,1.0,0.48264942,0.40266326,0.36670342,cluster0_pred,3.0,3
0.39027607,0.13140394,0.13061678,0.13337484,0.13672066,0.13672066,0.01542769,0.41655725,0.54681224,0.52208203,0.50979376,0.5130521,0.54567194,0.5637326,0.5683684,0.53606325,0.52590555,0.10829899,0.12720065,0.54561824,0.5397696,0.51502293,0.66670054,0.5755402,0.65833735,0.5317008000000001,0.010519846000000001,3.0,1.0,0.4570004,0.4089931,0.32495394,cluster0_pred,3.0,3
